genome_ID	output_type
MGYG-HGUT-00850	primary
MGYG-HGUT-00851	secondary
MGYG-HGUT-00852	primary
MGYG-HGUT-00853	primary
MGYG-HGUT-00854	primary
MGYG-HGUT-00855	primary
MGYG-HGUT-00856	primary
MGYG-HGUT-00857	absent
MGYG-HGUT-00858	primary
MGYG-HGUT-00859	primary
MGYG-HGUT-00860	primary
MGYG-HGUT-00861	primary
MGYG-HGUT-00862	primary
MGYG-HGUT-00863	secondary
MGYG-HGUT-00864	secondary
MGYG-HGUT-00865	primary
MGYG-HGUT-00866	primary
MGYG-HGUT-00867	secondary
MGYG-HGUT-00868	primary
MGYG-HGUT-00869	absent
MGYG-HGUT-00870	secondary
MGYG-HGUT-00871	primary
MGYG-HGUT-00872	secondary
MGYG-HGUT-00873	primary
MGYG-HGUT-00874	secondary
MGYG-HGUT-00875	secondary
MGYG-HGUT-00876	absent
MGYG-HGUT-00877	primary
MGYG-HGUT-00878	primary
MGYG-HGUT-00879	primary
MGYG-HGUT-00880	secondary
MGYG-HGUT-00881	primary
MGYG-HGUT-00882	secondary
MGYG-HGUT-00883	primary
MGYG-HGUT-00884	primary
MGYG-HGUT-00885	primary
MGYG-HGUT-00886	secondary
MGYG-HGUT-00887	absent
MGYG-HGUT-00888	primary
MGYG-HGUT-00889	secondary
MGYG-HGUT-00890	secondary
MGYG-HGUT-00891	secondary
MGYG-HGUT-00892	secondary
MGYG-HGUT-00893	primary
MGYG-HGUT-00894	primary
MGYG-HGUT-00895	secondary
MGYG-HGUT-00896	primary
MGYG-HGUT-00897	secondary
MGYG-HGUT-00898	secondary
MGYG-HGUT-00899	primary
MGYG-HGUT-00900	secondary
MGYG-HGUT-00901	primary
MGYG-HGUT-00902	secondary
MGYG-HGUT-00903	absent
MGYG-HGUT-00904	primary
MGYG-HGUT-00905	primary
MGYG-HGUT-00906	secondary
MGYG-HGUT-00907	primary
MGYG-HGUT-00908	secondary
MGYG-HGUT-00909	primary
MGYG-HGUT-00910	secondary
MGYG-HGUT-00911	secondary
MGYG-HGUT-00912	primary
MGYG-HGUT-00913	primary
MGYG-HGUT-00914	primary
MGYG-HGUT-00915	secondary
MGYG-HGUT-00916	secondary
MGYG-HGUT-00917	absent
MGYG-HGUT-00918	primary
MGYG-HGUT-00919	primary
MGYG-HGUT-00920	secondary
MGYG-HGUT-00921	primary
MGYG-HGUT-00922	secondary
MGYG-HGUT-00923	primary
MGYG-HGUT-00924	secondary
MGYG-HGUT-00925	primary
MGYG-HGUT-00926	primary
MGYG-HGUT-00927	primary
MGYG-HGUT-00928	primary
MGYG-HGUT-00929	absent
MGYG-HGUT-00930	secondary
MGYG-HGUT-00931	absent
MGYG-HGUT-00932	secondary
MGYG-HGUT-00933	primary
MGYG-HGUT-00934	primary
MGYG-HGUT-00935	absent
MGYG-HGUT-00936	primary
MGYG-HGUT-00937	secondary
MGYG-HGUT-00938	primary
MGYG-HGUT-00939	primary
MGYG-HGUT-00940	primary
MGYG-HGUT-00941	primary
MGYG-HGUT-00942	primary
MGYG-HGUT-00943	absent
MGYG-HGUT-00944	secondary
MGYG-HGUT-00945	absent
MGYG-HGUT-00946	primary
MGYG-HGUT-00947	absent
MGYG-HGUT-00948	absent
MGYG-HGUT-00949	primary
MGYG-HGUT-00950	absent
MGYG-HGUT-00951	primary
MGYG-HGUT-00952	secondary
MGYG-HGUT-00953	primary
MGYG-HGUT-00954	primary
MGYG-HGUT-00955	secondary
MGYG-HGUT-00956	primary
MGYG-HGUT-00957	secondary
MGYG-HGUT-00958	secondary
MGYG-HGUT-00959	secondary
MGYG-HGUT-00960	absent
MGYG-HGUT-00961	primary
MGYG-HGUT-00962	absent
MGYG-HGUT-00963	secondary
MGYG-HGUT-00964	primary
MGYG-HGUT-00965	primary
MGYG-HGUT-00966	primary
MGYG-HGUT-00967	secondary
MGYG-HGUT-00968	primary
MGYG-HGUT-00969	secondary
MGYG-HGUT-00970	absent
MGYG-HGUT-00971	absent
MGYG-HGUT-00972	absent
MGYG-HGUT-00973	secondary
MGYG-HGUT-00974	secondary
MGYG-HGUT-00975	secondary
MGYG-HGUT-00976	absent
MGYG-HGUT-00977	secondary
MGYG-HGUT-00978	secondary
MGYG-HGUT-00979	primary
MGYG-HGUT-00980	secondary
MGYG-HGUT-00981	primary
MGYG-HGUT-00982	absent
MGYG-HGUT-00983	primary
MGYG-HGUT-00984	absent
MGYG-HGUT-00985	secondary
MGYG-HGUT-00986	absent
MGYG-HGUT-00987	primary
MGYG-HGUT-00988	secondary
MGYG-HGUT-00989	primary
MGYG-HGUT-00990	primary
MGYG-HGUT-00991	primary
MGYG-HGUT-00992	secondary
MGYG-HGUT-00993	primary
MGYG-HGUT-00994	secondary
MGYG-HGUT-00995	primary
MGYG-HGUT-00996	primary
MGYG-HGUT-00997	secondary
MGYG-HGUT-00998	absent
MGYG-HGUT-00999	secondary
MGYG-HGUT-01000	secondary
MGYG-HGUT-01001	primary
MGYG-HGUT-01002	primary
MGYG-HGUT-01003	primary
MGYG-HGUT-01004	secondary
MGYG-HGUT-01005	primary
MGYG-HGUT-01006	secondary
MGYG-HGUT-01007	primary
MGYG-HGUT-01008	primary
MGYG-HGUT-01009	primary
MGYG-HGUT-01010	primary
MGYG-HGUT-01011	secondary
MGYG-HGUT-01012	primary
MGYG-HGUT-01013	primary
MGYG-HGUT-01014	secondary
MGYG-HGUT-01015	secondary
MGYG-HGUT-01016	secondary
MGYG-HGUT-01017	primary
MGYG-HGUT-01018	primary
MGYG-HGUT-01019	primary
MGYG-HGUT-01020	secondary
MGYG-HGUT-01021	secondary
MGYG-HGUT-01022	primary
MGYG-HGUT-01023	secondary
MGYG-HGUT-01024	secondary
MGYG-HGUT-01025	absent
MGYG-HGUT-01026	secondary
MGYG-HGUT-01027	secondary
MGYG-HGUT-01028	secondary
MGYG-HGUT-01029	secondary
MGYG-HGUT-01030	primary
MGYG-HGUT-01031	absent
MGYG-HGUT-01032	secondary
MGYG-HGUT-01033	secondary
MGYG-HGUT-01034	primary
MGYG-HGUT-01035	secondary
MGYG-HGUT-01036	primary
MGYG-HGUT-01037	secondary
MGYG-HGUT-01038	primary
MGYG-HGUT-01039	primary
MGYG-HGUT-01040	primary
MGYG-HGUT-01041	absent
MGYG-HGUT-01042	primary
MGYG-HGUT-01043	absent
MGYG-HGUT-01044	secondary
MGYG-HGUT-01045	primary
MGYG-HGUT-01046	secondary
MGYG-HGUT-01047	absent
MGYG-HGUT-01048	absent
MGYG-HGUT-01049	primary
MGYG-HGUT-01050	absent
MGYG-HGUT-01051	primary
MGYG-HGUT-01052	primary
MGYG-HGUT-01053	secondary
MGYG-HGUT-01054	secondary
MGYG-HGUT-01055	secondary
MGYG-HGUT-01056	primary
MGYG-HGUT-01057	primary
MGYG-HGUT-01058	secondary
MGYG-HGUT-01059	primary
MGYG-HGUT-01060	secondary
MGYG-HGUT-01061	primary
MGYG-HGUT-01062	secondary
MGYG-HGUT-01063	primary
MGYG-HGUT-01064	secondary
MGYG-HGUT-01065	primary
MGYG-HGUT-01066	primary
MGYG-HGUT-01067	absent
MGYG-HGUT-01068	secondary
MGYG-HGUT-01069	secondary
MGYG-HGUT-01070	primary
MGYG-HGUT-01071	secondary
MGYG-HGUT-01072	primary
MGYG-HGUT-01073	primary
MGYG-HGUT-01074	absent
MGYG-HGUT-01075	secondary
MGYG-HGUT-01076	secondary
MGYG-HGUT-01077	primary
MGYG-HGUT-01078	secondary
MGYG-HGUT-01079	secondary
MGYG-HGUT-01080	secondary
MGYG-HGUT-01081	primary
MGYG-HGUT-01082	absent
MGYG-HGUT-01083	secondary
MGYG-HGUT-01084	primary
MGYG-HGUT-01085	primary
MGYG-HGUT-01086	absent
MGYG-HGUT-01087	secondary
MGYG-HGUT-01088	primary
MGYG-HGUT-01089	primary
MGYG-HGUT-01090	secondary
MGYG-HGUT-01091	primary
MGYG-HGUT-01092	primary
MGYG-HGUT-01093	secondary
MGYG-HGUT-01094	secondary
MGYG-HGUT-01095	secondary
MGYG-HGUT-01096	primary
MGYG-HGUT-01097	primary
MGYG-HGUT-01098	secondary
MGYG-HGUT-01099	absent
MGYG-HGUT-01100	secondary
MGYG-HGUT-01101	absent
MGYG-HGUT-01102	secondary
MGYG-HGUT-01103	primary
MGYG-HGUT-01104	primary
MGYG-HGUT-01105	primary
MGYG-HGUT-01106	absent
MGYG-HGUT-01107	primary
MGYG-HGUT-01108	primary
MGYG-HGUT-01109	primary
MGYG-HGUT-01110	absent
MGYG-HGUT-01111	secondary
MGYG-HGUT-01112	primary
MGYG-HGUT-01113	secondary
MGYG-HGUT-01114	primary
MGYG-HGUT-01115	secondary
MGYG-HGUT-01116	secondary
MGYG-HGUT-01117	secondary
MGYG-HGUT-01118	absent
MGYG-HGUT-01119	primary
MGYG-HGUT-01120	secondary
MGYG-HGUT-01121	secondary
MGYG-HGUT-01122	primary
MGYG-HGUT-01123	primary
MGYG-HGUT-01124	absent
MGYG-HGUT-01125	absent
MGYG-HGUT-01126	primary
MGYG-HGUT-01127	primary
MGYG-HGUT-01128	secondary
MGYG-HGUT-01129	secondary
MGYG-HGUT-01130	primary
MGYG-HGUT-01131	primary
MGYG-HGUT-01132	primary
MGYG-HGUT-01133	absent
MGYG-HGUT-01134	primary
MGYG-HGUT-01135	primary
MGYG-HGUT-01136	primary
MGYG-HGUT-01137	primary
MGYG-HGUT-01138	primary
MGYG-HGUT-01139	primary
MGYG-HGUT-01140	primary
MGYG-HGUT-01141	secondary
MGYG-HGUT-01142	absent
MGYG-HGUT-01143	absent
MGYG-HGUT-01144	primary
MGYG-HGUT-01145	absent
MGYG-HGUT-01146	secondary
MGYG-HGUT-01147	secondary
MGYG-HGUT-01148	primary
MGYG-HGUT-01149	primary
MGYG-HGUT-01150	primary
MGYG-HGUT-01151	secondary
MGYG-HGUT-01152	primary
MGYG-HGUT-01153	secondary
MGYG-HGUT-01154	secondary
MGYG-HGUT-01155	absent
MGYG-HGUT-01156	secondary
MGYG-HGUT-01157	secondary
MGYG-HGUT-01158	primary
MGYG-HGUT-01159	secondary
MGYG-HGUT-01160	secondary
MGYG-HGUT-01161	primary
MGYG-HGUT-01162	primary
MGYG-HGUT-01163	secondary
MGYG-HGUT-01164	primary
MGYG-HGUT-01165	primary
MGYG-HGUT-01166	primary
MGYG-HGUT-01167	secondary
MGYG-HGUT-01168	secondary
MGYG-HGUT-01169	primary
MGYG-HGUT-01170	secondary
MGYG-HGUT-01171	secondary
MGYG-HGUT-01172	primary
MGYG-HGUT-01173	primary
MGYG-HGUT-01174	primary
MGYG-HGUT-01175	absent
MGYG-HGUT-01176	primary
MGYG-HGUT-01177	primary
MGYG-HGUT-01178	primary
MGYG-HGUT-01179	primary
MGYG-HGUT-01180	secondary
MGYG-HGUT-01181	secondary
MGYG-HGUT-01182	secondary
MGYG-HGUT-01183	secondary
MGYG-HGUT-01184	absent
MGYG-HGUT-01185	absent
MGYG-HGUT-01186	secondary
MGYG-HGUT-01187	primary
MGYG-HGUT-01188	primary
MGYG-HGUT-01189	primary
MGYG-HGUT-01190	absent
MGYG-HGUT-01191	secondary
MGYG-HGUT-01192	secondary
MGYG-HGUT-01193	secondary
MGYG-HGUT-01194	secondary
MGYG-HGUT-01195	absent
MGYG-HGUT-01196	primary
MGYG-HGUT-01197	secondary
MGYG-HGUT-01198	secondary
MGYG-HGUT-01199	primary
MGYG-HGUT-01200	primary
MGYG-HGUT-01201	absent
MGYG-HGUT-01202	secondary
MGYG-HGUT-01203	primary
MGYG-HGUT-01204	secondary
MGYG-HGUT-01205	secondary
MGYG-HGUT-01206	absent
MGYG-HGUT-01207	absent
MGYG-HGUT-01208	secondary
MGYG-HGUT-01209	primary
MGYG-HGUT-01210	secondary
MGYG-HGUT-01211	primary
MGYG-HGUT-01212	primary
MGYG-HGUT-01213	secondary
MGYG-HGUT-01214	secondary
MGYG-HGUT-01215	primary
MGYG-HGUT-01216	absent
MGYG-HGUT-01217	secondary
MGYG-HGUT-01218	secondary
MGYG-HGUT-01219	secondary
MGYG-HGUT-01220	secondary
MGYG-HGUT-01221	absent
MGYG-HGUT-01222	secondary
MGYG-HGUT-01223	primary
MGYG-HGUT-01224	primary
MGYG-HGUT-01225	primary
MGYG-HGUT-01226	primary
MGYG-HGUT-01227	secondary
MGYG-HGUT-01228	primary
MGYG-HGUT-01229	secondary
MGYG-HGUT-01230	secondary
MGYG-HGUT-01231	secondary
MGYG-HGUT-01232	primary
MGYG-HGUT-01233	secondary
MGYG-HGUT-01234	secondary
MGYG-HGUT-01235	secondary
MGYG-HGUT-01236	primary
MGYG-HGUT-01237	primary
MGYG-HGUT-01238	secondary
MGYG-HGUT-01239	secondary
MGYG-HGUT-01240	primary
MGYG-HGUT-01241	primary
MGYG-HGUT-01242	secondary
MGYG-HGUT-01243	primary
MGYG-HGUT-01244	secondary
MGYG-HGUT-01245	secondary
MGYG-HGUT-01246	primary
MGYG-HGUT-01247	primary
MGYG-HGUT-01248	secondary
MGYG-HGUT-01249	secondary
MGYG-HGUT-01250	primary
MGYG-HGUT-01251	primary
MGYG-HGUT-01252	primary
MGYG-HGUT-01253	primary
MGYG-HGUT-01254	secondary
MGYG-HGUT-01255	primary
MGYG-HGUT-01256	absent
MGYG-HGUT-01257	primary
MGYG-HGUT-01258	secondary
MGYG-HGUT-01259	secondary
MGYG-HGUT-01260	secondary
MGYG-HGUT-01261	secondary
MGYG-HGUT-01262	secondary
MGYG-HGUT-01263	secondary
MGYG-HGUT-01264	primary
MGYG-HGUT-01265	secondary
MGYG-HGUT-01266	primary
MGYG-HGUT-01267	secondary
MGYG-HGUT-01268	secondary
MGYG-HGUT-01269	secondary
MGYG-HGUT-01270	absent
MGYG-HGUT-01271	secondary
MGYG-HGUT-01272	primary
MGYG-HGUT-01273	secondary
MGYG-HGUT-01274	absent
MGYG-HGUT-01275	primary
MGYG-HGUT-01276	secondary
MGYG-HGUT-01277	primary
MGYG-HGUT-01278	absent
MGYG-HGUT-01279	primary
MGYG-HGUT-01280	secondary
MGYG-HGUT-01281	primary
MGYG-HGUT-01282	absent
MGYG-HGUT-01283	secondary
MGYG-HGUT-01284	absent
MGYG-HGUT-01285	secondary
MGYG-HGUT-01286	primary
MGYG-HGUT-01287	secondary
MGYG-HGUT-01288	primary
MGYG-HGUT-01289	secondary
MGYG-HGUT-01290	secondary
MGYG-HGUT-01291	primary
MGYG-HGUT-01292	secondary
MGYG-HGUT-01293	secondary
MGYG-HGUT-01294	primary
MGYG-HGUT-01295	primary
MGYG-HGUT-01296	secondary
MGYG-HGUT-01297	secondary
MGYG-HGUT-01298	secondary
MGYG-HGUT-01299	primary
MGYG-HGUT-01300	primary
MGYG-HGUT-01301	secondary
MGYG-HGUT-01302	primary
MGYG-HGUT-01303	primary
MGYG-HGUT-01304	primary
MGYG-HGUT-01305	secondary
MGYG-HGUT-01306	primary
MGYG-HGUT-01307	primary
MGYG-HGUT-01308	secondary
MGYG-HGUT-01309	primary
MGYG-HGUT-01310	secondary
MGYG-HGUT-01311	primary
MGYG-HGUT-01312	secondary
MGYG-HGUT-01313	primary
MGYG-HGUT-01314	secondary
MGYG-HGUT-01315	primary
MGYG-HGUT-01316	secondary
MGYG-HGUT-01317	primary
MGYG-HGUT-01318	primary
MGYG-HGUT-01319	secondary
MGYG-HGUT-01320	secondary
MGYG-HGUT-01321	primary
MGYG-HGUT-01322	primary
MGYG-HGUT-01323	primary
MGYG-HGUT-01324	primary
MGYG-HGUT-01325	primary
MGYG-HGUT-01326	primary
MGYG-HGUT-01327	primary
MGYG-HGUT-01328	secondary
MGYG-HGUT-01329	secondary
MGYG-HGUT-01330	secondary
MGYG-HGUT-01331	secondary
MGYG-HGUT-01332	secondary
MGYG-HGUT-01333	secondary
MGYG-HGUT-01334	secondary
MGYG-HGUT-01335	secondary
MGYG-HGUT-01336	secondary
MGYG-HGUT-01337	primary
MGYG-HGUT-01338	primary
MGYG-HGUT-01339	primary
MGYG-HGUT-01340	secondary
MGYG-HGUT-01341	secondary
MGYG-HGUT-01342	secondary
MGYG-HGUT-01343	secondary
MGYG-HGUT-01344	secondary
MGYG-HGUT-01345	primary
MGYG-HGUT-01346	primary
MGYG-HGUT-01347	primary
MGYG-HGUT-01348	secondary
MGYG-HGUT-01349	primary
MGYG-HGUT-01350	primary
MGYG-HGUT-01351	primary
MGYG-HGUT-01352	primary
MGYG-HGUT-01353	primary
MGYG-HGUT-01354	secondary
MGYG-HGUT-01355	primary
MGYG-HGUT-01356	primary
MGYG-HGUT-01357	secondary
MGYG-HGUT-01358	secondary
MGYG-HGUT-01359	secondary
MGYG-HGUT-01360	primary
MGYG-HGUT-01361	secondary
MGYG-HGUT-01362	secondary
MGYG-HGUT-01363	secondary
MGYG-HGUT-01364	primary
MGYG-HGUT-01365	primary
MGYG-HGUT-01366	secondary
MGYG-HGUT-01367	primary
MGYG-HGUT-01368	primary
MGYG-HGUT-01369	secondary
MGYG-HGUT-01370	primary
MGYG-HGUT-01371	secondary
MGYG-HGUT-01372	primary
MGYG-HGUT-01373	primary
MGYG-HGUT-01374	primary
MGYG-HGUT-01375	secondary
MGYG-HGUT-01376	primary
MGYG-HGUT-01377	primary
MGYG-HGUT-01378	primary
MGYG-HGUT-01379	primary
MGYG-HGUT-01380	primary
MGYG-HGUT-01381	secondary
MGYG-HGUT-01382	primary
MGYG-HGUT-01383	absent
MGYG-HGUT-01384	secondary
MGYG-HGUT-01385	secondary
MGYG-HGUT-01386	primary
MGYG-HGUT-01387	secondary
MGYG-HGUT-01388	primary
MGYG-HGUT-01389	primary
MGYG-HGUT-01390	secondary
MGYG-HGUT-01391	primary
MGYG-HGUT-01392	secondary
MGYG-HGUT-01393	primary
MGYG-HGUT-01394	primary
MGYG-HGUT-01395	secondary
MGYG-HGUT-01396	primary
MGYG-HGUT-01397	secondary
MGYG-HGUT-01398	primary
MGYG-HGUT-01399	primary
MGYG-HGUT-01400	primary
MGYG-HGUT-01401	primary
MGYG-HGUT-01402	primary
MGYG-HGUT-01403	secondary
MGYG-HGUT-01404	secondary
MGYG-HGUT-01405	primary
MGYG-HGUT-01406	secondary
MGYG-HGUT-01407	primary
MGYG-HGUT-01408	secondary
MGYG-HGUT-01409	secondary
MGYG-HGUT-01410	secondary
MGYG-HGUT-01411	secondary
MGYG-HGUT-01412	secondary
MGYG-HGUT-01413	primary
MGYG-HGUT-01414	primary
MGYG-HGUT-01415	primary
MGYG-HGUT-01416	secondary
MGYG-HGUT-01417	secondary
MGYG-HGUT-01418	secondary
MGYG-HGUT-01419	secondary
MGYG-HGUT-01420	primary
MGYG-HGUT-01421	primary
MGYG-HGUT-01422	primary
MGYG-HGUT-01423	primary
MGYG-HGUT-01424	primary
MGYG-HGUT-01425	primary
MGYG-HGUT-01426	primary
MGYG-HGUT-01427	primary
MGYG-HGUT-01428	primary
MGYG-HGUT-01429	secondary
MGYG-HGUT-01430	primary
MGYG-HGUT-01431	secondary
MGYG-HGUT-01432	secondary
MGYG-HGUT-01433	primary
MGYG-HGUT-01434	primary
MGYG-HGUT-01435	secondary
MGYG-HGUT-01436	secondary
MGYG-HGUT-01437	secondary
MGYG-HGUT-01438	primary
MGYG-HGUT-01439	primary
MGYG-HGUT-01440	primary
MGYG-HGUT-01441	secondary
MGYG-HGUT-01442	secondary
MGYG-HGUT-01443	secondary
MGYG-HGUT-01444	primary
MGYG-HGUT-01445	primary
MGYG-HGUT-01446	secondary
MGYG-HGUT-01447	primary
MGYG-HGUT-01448	secondary
MGYG-HGUT-01449	secondary
MGYG-HGUT-01450	secondary
MGYG-HGUT-01451	secondary
MGYG-HGUT-01452	primary
MGYG-HGUT-01453	secondary
MGYG-HGUT-01454	primary
MGYG-HGUT-01455	primary
MGYG-HGUT-01456	secondary
MGYG-HGUT-01457	secondary
MGYG-HGUT-01458	primary
MGYG-HGUT-01459	primary
MGYG-HGUT-01460	primary
MGYG-HGUT-01461	primary
MGYG-HGUT-01462	secondary
MGYG-HGUT-01463	secondary
MGYG-HGUT-01464	primary
MGYG-HGUT-01465	primary
MGYG-HGUT-01466	primary
MGYG-HGUT-01467	primary
MGYG-HGUT-01468	secondary
MGYG-HGUT-01469	secondary
MGYG-HGUT-01470	primary
MGYG-HGUT-01471	secondary
MGYG-HGUT-01472	primary
MGYG-HGUT-01473	primary
MGYG-HGUT-01474	primary
MGYG-HGUT-01475	primary
MGYG-HGUT-01476	secondary
MGYG-HGUT-01477	primary
MGYG-HGUT-01478	primary
MGYG-HGUT-01479	primary
MGYG-HGUT-01480	secondary
MGYG-HGUT-01481	primary
MGYG-HGUT-01482	primary
MGYG-HGUT-01483	secondary
MGYG-HGUT-01484	secondary
MGYG-HGUT-01485	primary
MGYG-HGUT-01486	secondary
MGYG-HGUT-01487	primary
MGYG-HGUT-01488	secondary
MGYG-HGUT-01489	primary
MGYG-HGUT-01490	secondary
MGYG-HGUT-01491	secondary
MGYG-HGUT-01492	secondary
MGYG-HGUT-01493	primary
MGYG-HGUT-01494	secondary
MGYG-HGUT-01495	primary
MGYG-HGUT-01496	primary
MGYG-HGUT-01497	primary
MGYG-HGUT-01498	primary
MGYG-HGUT-01499	primary
MGYG-HGUT-01500	primary
MGYG-HGUT-01501	primary
MGYG-HGUT-01502	secondary
MGYG-HGUT-01503	primary
MGYG-HGUT-01504	primary
MGYG-HGUT-01505	primary
MGYG-HGUT-01506	primary
MGYG-HGUT-01507	primary
MGYG-HGUT-01508	primary
MGYG-HGUT-01509	secondary
MGYG-HGUT-01510	secondary
MGYG-HGUT-01511	secondary
MGYG-HGUT-01512	primary
MGYG-HGUT-01513	primary
MGYG-HGUT-01514	secondary
MGYG-HGUT-01515	primary
MGYG-HGUT-01516	primary
MGYG-HGUT-01517	absent
MGYG-HGUT-01518	secondary
MGYG-HGUT-01519	primary
MGYG-HGUT-01520	secondary
MGYG-HGUT-01521	primary
MGYG-HGUT-01522	secondary
MGYG-HGUT-01523	secondary
MGYG-HGUT-01524	primary
MGYG-HGUT-01525	secondary
MGYG-HGUT-01526	secondary
MGYG-HGUT-01527	primary
MGYG-HGUT-01528	primary
MGYG-HGUT-01529	primary
MGYG-HGUT-01530	secondary
MGYG-HGUT-01531	primary
MGYG-HGUT-01532	primary
MGYG-HGUT-01533	secondary
MGYG-HGUT-01534	secondary
MGYG-HGUT-01535	secondary
MGYG-HGUT-01536	primary
MGYG-HGUT-01537	secondary
MGYG-HGUT-01538	primary
MGYG-HGUT-01539	primary
MGYG-HGUT-01540	secondary
MGYG-HGUT-01541	primary
MGYG-HGUT-01542	secondary
MGYG-HGUT-01543	primary
MGYG-HGUT-01544	secondary
MGYG-HGUT-01545	primary
MGYG-HGUT-01546	primary
MGYG-HGUT-01547	secondary
MGYG-HGUT-01548	secondary
MGYG-HGUT-01549	secondary
MGYG-HGUT-01550	secondary
MGYG-HGUT-01551	primary
MGYG-HGUT-01552	primary
MGYG-HGUT-01553	secondary
MGYG-HGUT-01554	secondary
MGYG-HGUT-01555	primary
MGYG-HGUT-01556	primary
MGYG-HGUT-01557	secondary
MGYG-HGUT-01558	secondary
MGYG-HGUT-01559	primary
MGYG-HGUT-01560	secondary
MGYG-HGUT-01561	primary
MGYG-HGUT-01562	primary
MGYG-HGUT-01563	primary
MGYG-HGUT-01564	primary
MGYG-HGUT-01565	primary
MGYG-HGUT-01566	primary
MGYG-HGUT-01567	primary
MGYG-HGUT-01568	primary
MGYG-HGUT-01569	secondary
MGYG-HGUT-01570	secondary
MGYG-HGUT-01571	primary
MGYG-HGUT-01572	secondary
MGYG-HGUT-01573	absent
MGYG-HGUT-01574	erroneous
MGYG-HGUT-01575	primary
MGYG-HGUT-01576	secondary
MGYG-HGUT-01577	primary
MGYG-HGUT-01578	primary
MGYG-HGUT-01579	primary
MGYG-HGUT-01580	primary
MGYG-HGUT-01581	primary
MGYG-HGUT-01582	absent
MGYG-HGUT-01583	absent
MGYG-HGUT-01584	absent
MGYG-HGUT-01585	primary
MGYG-HGUT-01586	primary
MGYG-HGUT-01587	primary
MGYG-HGUT-01588	primary
MGYG-HGUT-01589	primary
MGYG-HGUT-01590	primary
MGYG-HGUT-01591	primary
MGYG-HGUT-01592	primary
MGYG-HGUT-01593	secondary
MGYG-HGUT-01594	absent
MGYG-HGUT-01595	primary
MGYG-HGUT-01596	primary
MGYG-HGUT-01597	secondary
MGYG-HGUT-01598	primary
MGYG-HGUT-01599	primary
MGYG-HGUT-01600	absent
MGYG-HGUT-01601	primary
MGYG-HGUT-01602	primary
MGYG-HGUT-01603	primary
MGYG-HGUT-01604	secondary
MGYG-HGUT-01605	primary
MGYG-HGUT-01606	primary
MGYG-HGUT-01607	primary
MGYG-HGUT-01608	primary
MGYG-HGUT-01609	primary
MGYG-HGUT-01610	secondary
MGYG-HGUT-01611	primary
MGYG-HGUT-01612	absent
MGYG-HGUT-01613	absent
MGYG-HGUT-01614	primary
MGYG-HGUT-01615	primary
MGYG-HGUT-01616	primary
MGYG-HGUT-01617	primary
MGYG-HGUT-01618	primary
MGYG-HGUT-01619	primary
MGYG-HGUT-01620	absent
MGYG-HGUT-01621	secondary
MGYG-HGUT-01622	primary
MGYG-HGUT-01623	primary
MGYG-HGUT-01624	primary
MGYG-HGUT-01625	erroneous
MGYG-HGUT-01626	primary
MGYG-HGUT-01627	primary
MGYG-HGUT-01628	primary
MGYG-HGUT-01629	primary
MGYG-HGUT-01630	primary
MGYG-HGUT-01631	primary
MGYG-HGUT-01632	primary
MGYG-HGUT-01633	primary
MGYG-HGUT-01634	primary
MGYG-HGUT-01635	primary
MGYG-HGUT-01636	absent
MGYG-HGUT-01637	secondary
MGYG-HGUT-01638	absent
MGYG-HGUT-01639	secondary
MGYG-HGUT-01640	secondary
MGYG-HGUT-01641	primary
MGYG-HGUT-01642	primary
MGYG-HGUT-01643	primary
MGYG-HGUT-01644	secondary
MGYG-HGUT-01645	secondary
MGYG-HGUT-01646	absent
MGYG-HGUT-01647	absent
MGYG-HGUT-01648	absent
MGYG-HGUT-01649	primary
MGYG-HGUT-01650	primary
MGYG-HGUT-01651	primary
MGYG-HGUT-01652	secondary
MGYG-HGUT-01653	secondary
MGYG-HGUT-01654	secondary
MGYG-HGUT-01655	primary
MGYG-HGUT-01656	primary
MGYG-HGUT-01657	primary
MGYG-HGUT-01658	primary
MGYG-HGUT-01659	primary
MGYG-HGUT-01660	absent
MGYG-HGUT-01661	primary
MGYG-HGUT-01662	absent
MGYG-HGUT-01663	primary
MGYG-HGUT-01664	primary
MGYG-HGUT-01665	secondary
MGYG-HGUT-01666	primary
MGYG-HGUT-01667	secondary
MGYG-HGUT-01668	secondary
MGYG-HGUT-01669	secondary
MGYG-HGUT-01670	primary
MGYG-HGUT-01671	secondary
MGYG-HGUT-01672	absent
MGYG-HGUT-01673	secondary
MGYG-HGUT-01674	secondary
MGYG-HGUT-01675	primary
MGYG-HGUT-01676	absent
MGYG-HGUT-01677	secondary
MGYG-HGUT-01678	secondary
MGYG-HGUT-01679	secondary
MGYG-HGUT-01680	secondary
MGYG-HGUT-01681	secondary
MGYG-HGUT-01682	secondary
MGYG-HGUT-01683	secondary
MGYG-HGUT-01684	primary
MGYG-HGUT-01685	secondary
MGYG-HGUT-01686	absent
MGYG-HGUT-01687	primary
MGYG-HGUT-01688	primary
MGYG-HGUT-01689	primary
MGYG-HGUT-01690	primary
MGYG-HGUT-01691	primary
MGYG-HGUT-01692	primary
MGYG-HGUT-01693	secondary
MGYG-HGUT-01694	secondary
MGYG-HGUT-01695	primary
MGYG-HGUT-01696	secondary
MGYG-HGUT-01697	secondary
MGYG-HGUT-01698	primary
MGYG-HGUT-01699	primary
MGYG-HGUT-01700	primary
MGYG-HGUT-01701	secondary
MGYG-HGUT-01702	primary
