genome_ID	sequence_ID	gene_name	hmm_name	hmm_len	ali_len	hmm_start	hmm_end	ali_start	ali_end	evalue	score	bias	pct_hmm_aligned
MGYG-HGUT-00214	GUT_GENOME001274_01078	cysK	cysK	298	291	3	276	10	285	1.7e-120	391.5	2.3	0.916
MGYG-HGUT-00216	GUT_GENOME001295_01133	cysK	cysK	298	310	3	298	10	308	2.8e-145	472.9	1.4	0.989
MGYG-HGUT-00217	GUT_GENOME001297_00386	cysK	cysK	298	312	2	298	9	309	2.4999999999999998e-139	453.3	0.9	0.993
MGYG-HGUT-00219	GUT_GENOME001312_03295	cysK	cysK	298	308	2	298	8	307	1.7000000000000002e-133	434.2	0.1	0.993
MGYG-HGUT-00219	GUT_GENOME001312_00629	cysK	cysK	298	310	3	298	10	308	1.1e-145	474.3	0.2	0.989
MGYG-HGUT-00221	GUT_GENOME001316_00106	cysK	cysK	298	315	2	298	9	308	6.6e-142	461.8	1.0	0.993
MGYG-HGUT-00222	GUT_GENOME001324_00028	cysK	cysK	298	315	2	298	9	308	3.5999999999999996e-141	459.4	0.3	0.993
MGYG-HGUT-00223	GUT_GENOME001340_03536	cysK	cysK	298	292	3	296	5	290	1.1000000000000002e-111	362.6	0.5	0.983
MGYG-HGUT-00224	GUT_GENOME001341_01791	cysK	cysK	298	318	2	298	11	310	2.8e-134	436.8	0.2	0.993
MGYG-HGUT-00224	GUT_GENOME001341_00665	cysK	cysK	298	315	2	298	9	308	1.4e-141	460.7	0.2	0.993
MGYG-HGUT-00225	GUT_GENOME001354_01215	cysK	cysK	298	309	1	298	7	307	3.0999999999999997e-127	413.6	0.0	0.996
MGYG-HGUT-00226	GUT_GENOME001355_01578	cysK	cysK	298	310	1	298	8	304	1.3e-131	428.0	1.4	0.996
MGYG-HGUT-00226	GUT_GENOME001355_01037	cysK	cysK	298	306	1	298	8	304	2.0000000000000003e-124	404.4	0.1	0.996
MGYG-HGUT-00227	GUT_GENOME001364_04494	cysK	cysK	298	309	2	298	8	307	1.2e-136	444.5	0.1	0.993
MGYG-HGUT-00227	GUT_GENOME001364_04680	cysK	cysK	298	308	3	298	10	305	1.9e-149	486.6	0.4	0.989
MGYG-HGUT-00228	GUT_GENOME001372_01424	cysK	cysK	298	312	2	298	9	310	6.6e-142	461.8	0.9	0.993
MGYG-HGUT-00229	GUT_GENOME001373_01403	cysK	cysK	298	310	4	298	11	308	8.6e-142	461.4	1.9	0.986
MGYG-HGUT-00230	GUT_GENOME001376_00077	cysK	cysK	298	306	1	298	8	304	1e-129	421.8	0.1	0.996
MGYG-HGUT-00231	GUT_GENOME001379_02468	cysK	cysK	298	309	2	298	9	308	2.4e-140	456.7	1.5	0.993
MGYG-HGUT-00231	GUT_GENOME001379_02396	cysK	cysK	298	301	3	297	8	300	1.4e-120	391.8	0.6	0.986
MGYG-HGUT-00231	GUT_GENOME001379_01944	cysK	cysK	298	310	2	298	9	308	4.5e-136	442.7	0.8	0.993
MGYG-HGUT-00232	GUT_GENOME001400_00049	cysK	cysK	298	312	2	298	9	310	4.3e-142	462.4	1.0	0.993
MGYG-HGUT-00233	GUT_GENOME001401_02199	cysK	cysK	298	310	3	298	10	308	3.4e-144	469.3	1.2	0.989
MGYG-HGUT-00234	GUT_GENOME001416_01849	cysK	cysK	298	310	2	298	9	308	1.0999999999999999e-142	464.3	1.4	0.993
MGYG-HGUT-00235	GUT_GENOME001417_01043	cysK	cysK	298	323	2	298	9	312	2.9e-148	482.7	0.7	0.993
MGYG-HGUT-00236	GUT_GENOME001418_02928	cysK	cysK	298	316	2	298	9	308	6.7e-133	432.2	0.1	0.993
MGYG-HGUT-00236	GUT_GENOME001418_03433	cysK	cysK	298	315	2	298	9	308	2.2e-140	456.8	0.5	0.993
MGYG-HGUT-00237	GUT_GENOME001419_01010	cysK	cysK	298	312	2	298	9	310	5.3e-142	462.1	0.8	0.993
MGYG-HGUT-00238	GUT_GENOME001422_02765	cysK	cysK	298	309	2	298	9	305	7.8e-139	451.7	3.5	0.993
MGYG-HGUT-00239	GUT_GENOME001432_00707	cysK	cysK	298	312	2	298	9	310	4.1e-142	462.5	0.9	0.993
MGYG-HGUT-00241	GUT_GENOME001443_00683	cysK	cysK	298	304	2	298	6	300	1.2e-117	382.2	0.4	0.993
MGYG-HGUT-00242	GUT_GENOME001471_02536	cysK	cysK	298	311	4	298	11	308	9.999999999999999e-139	451.3	0.1	0.986
MGYG-HGUT-00243	GUT_GENOME001488_00668	cysK	cysK	298	319	2	298	9	308	3e-137	446.5	0.7	0.993
MGYG-HGUT-00244	GUT_GENOME001490_01133	cysK	cysK	298	310	3	298	10	308	1.3e-140	457.6	0.7	0.989
MGYG-HGUT-00245	GUT_GENOME001506_03822	cysK	cysK	298	310	2	298	9	308	1.3999999999999999e-140	457.5	1.6	0.993
MGYG-HGUT-00246	GUT_GENOME001519_00875	cysK	cysK	298	309	1	298	8	305	4.4e-134	436.1	1.4	0.996
MGYG-HGUT-00247	GUT_GENOME001538_01076	cysK	cysK	298	311	3	298	10	310	8.099999999999999e-137	445.1	0.1	0.989
MGYG-HGUT-00249	GUT_GENOME001575_02522	cysK	cysK	298	310	4	298	11	308	2.8e-137	446.6	1.0	0.986
MGYG-HGUT-00250	GUT_GENOME001578_00429	cysK	cysK	298	310	4	298	11	308	2.7999999999999998e-140	456.5	3.1	0.986
MGYG-HGUT-00251	GUT_GENOME001587_03025	cysK	cysK	298	310	2	298	9	308	1.8e-140	457.1	3.7	0.993
MGYG-HGUT-00252	GUT_GENOME001598_02566	cysK	cysK	298	310	4	298	11	308	8.7e-141	458.1	2.6	0.986
MGYG-HGUT-00253	GUT_GENOME001602_00562	cysK	cysK	298	309	1	298	7	307	1e-143	467.8	1.8	0.996
MGYG-HGUT-00255	GUT_GENOME001636_01621	cysK	cysK	298	310	3	298	10	308	6.7e-144	468.4	1.2	0.989
MGYG-HGUT-00256	GUT_GENOME001638_00954	cysK	cysK	298	303	2	297	8	303	3.1e-128	416.9	2.2	0.989
MGYG-HGUT-00257	GUT_GENOME001653_01564	cysK	cysK	298	312	2	298	9	310	4.1e-142	462.5	0.9	0.993
MGYG-HGUT-00258	GUT_GENOME001659_00782	cysK	cysK	298	310	2	298	9	308	4.2e-136	442.7	2.2	0.993
MGYG-HGUT-00259	GUT_GENOME001677_01502	cysK	cysK	298	310	3	298	10	308	1.5e-139	454.1	0.4	0.989
MGYG-HGUT-00260	GUT_GENOME001678_00292	cysK	cysK	298	312	2	298	9	310	5.3e-142	462.1	0.8	0.993
MGYG-HGUT-00261	GUT_GENOME001681_00163	cysK	cysK	298	312	2	298	9	310	1.0999999999999999e-141	461.1	0.6	0.993
MGYG-HGUT-00262	GUT_GENOME001689_00614	cysK	cysK	298	310	4	298	11	308	6.1e-140	455.4	1.8	0.986
MGYG-HGUT-00262	GUT_GENOME001689_02828	cysK	cysK	298	309	1	298	8	308	9.8e-140	454.7	1.8	0.996
MGYG-HGUT-00263	GUT_GENOME001709_00916	cysK	cysK	298	310	3	298	10	308	3.1000000000000004e-145	472.8	1.3	0.989
MGYG-HGUT-00264	GUT_GENOME001738_02771	cysK	cysK	298	317	2	298	8	306	8.899999999999999e-138	448.3	0.6	0.993
MGYG-HGUT-00265	GUT_GENOME001745_02035	cysK	cysK	298	315	2	298	9	308	3.5e-142	462.7	0.5	0.993
MGYG-HGUT-00265	GUT_GENOME001745_04012	cysK	cysK	298	316	4	298	11	308	9.999999999999999e-131	425.1	1.8	0.986
MGYG-HGUT-00266	GUT_GENOME001749_00065	cysK	cysK	298	312	2	298	9	310	4.1e-142	462.5	0.9	0.993
MGYG-HGUT-00267	GUT_GENOME001752_00576	cysK	cysK	298	308	2	298	8	306	9.2e-136	441.6	1.6	0.993
MGYG-HGUT-00268	GUT_GENOME001757_01368	cysK	cysK	298	310	3	298	10	308	3.2e-140	456.3	3.3	0.989
MGYG-HGUT-00269	GUT_GENOME001768_00980	cysK	cysK	298	310	3	297	10	307	1.4e-136	444.3	1.9	0.986
MGYG-HGUT-00270	GUT_GENOME001769_01043	cysK	cysK	298	312	2	298	9	310	4.1e-142	462.5	0.9	0.993
MGYG-HGUT-00271	GUT_GENOME001770_01703	cysK	cysK	298	311	3	298	10	309	5.2e-136	442.5	4.6	0.989
MGYG-HGUT-00272	GUT_GENOME001773_01842	cysK	cysK	298	315	1	298	8	308	6.2e-135	438.9	0.4	0.996
MGYG-HGUT-00273	GUT_GENOME001778_02949	cysK	cysK	298	315	2	298	9	308	1e-135	441.5	0.2	0.993
MGYG-HGUT-00274	GUT_GENOME001779_02020	cysK	cysK	298	310	3	298	10	308	5.8e-141	458.7	0.7	0.989
MGYG-HGUT-00275	GUT_GENOME001800_00380	cysK	cysK	298	312	2	298	9	310	4.1e-142	462.5	0.9	0.993
MGYG-HGUT-00276	GUT_GENOME001805_00287	cysK	cysK	298	310	2	296	9	306	5.2999999999999995e-127	412.9	0.0	0.986
MGYG-HGUT-00276	GUT_GENOME001805_01108	cysK	cysK	298	312	3	296	10	306	3.8e-132	429.8	0.4	0.983
MGYG-HGUT-00277	GUT_GENOME001806_00370	cysK	cysK	298	308	1	298	8	305	1.4e-132	431.1	0.1	0.996
MGYG-HGUT-00279	GUT_GENOME001853_01490	cysK	cysK	298	291	3	277	10	287	3e-122	397.3	2.2	0.919
MGYG-HGUT-00280	GUT_GENOME001854_02179	cysK	cysK	298	311	3	298	10	309	1.7000000000000001e-134	437.5	4.8	0.989
MGYG-HGUT-00281	GUT_GENOME001870_02829	cysK	cysK	298	309	3	298	10	308	7.9e-132	428.7	0.0	0.989
MGYG-HGUT-00282	GUT_GENOME001877_01770	cysK	cysK	298	311	3	298	10	309	1.8e-133	434.1	2.1	0.989
MGYG-HGUT-00282	GUT_GENOME001877_01970	cysK	cysK	298	301	3	297	7	299	3.9e-121	393.6	0.1	0.986
MGYG-HGUT-00284	GUT_GENOME002158_03605	cysK	cysK	298	315	2	298	9	308	2.6e-138	450.0	0.6	0.993
MGYG-HGUT-00287	GUT_GENOME002382_01381	cysK	cysK	298	315	3	298	8	307	1.1e-113	369.1	0.2	0.989
MGYG-HGUT-00287	GUT_GENOME002382_01376	cysK	cysK	298	310	1	298	8	308	1.7e-139	453.9	3.6	0.996
MGYG-HGUT-00290	GUT_GENOME002826_01130	cysK	cysK	298	312	2	298	9	310	3.6e-142	462.7	0.8	0.993
MGYG-HGUT-00292	GUT_GENOME003134_01101	cysK	cysK	298	312	2	298	9	310	3.8e-142	462.6	0.9	0.993
MGYG-HGUT-00293	GUT_GENOME003176_00946	cysK	cysK	298	311	3	298	10	308	5.400000000000001e-134	435.8	0.9	0.989
MGYG-HGUT-00295	GUT_GENOME003308_00831	cysK	cysK	298	310	2	298	9	308	3.4e-143	466.1	0.2	0.993
MGYG-HGUT-00296	GUT_GENOME003569_00402	cysK	cysK	298	295	3	298	7	295	9.5e-119	385.8	1.9	0.989
MGYG-HGUT-00298	GUT_GENOME003665_00472	cysK	cysK	298	308	1	298	7	304	1.4e-131	427.9	3.3	0.996
MGYG-HGUT-00299	GUT_GENOME003966_01039	cysK	cysK	298	310	2	298	9	305	4.999999999999999e-128	416.3	1.7	0.993
MGYG-HGUT-00301	GUT_GENOME004333_00528	cysK	cysK	298	311	2	298	9	308	3.7e-139	452.8	1.1	0.993
MGYG-HGUT-00302	GUT_GENOME004335_01585	cysK	cysK	298	312	2	298	9	310	2.9999999999999998e-142	462.9	0.9	0.993
MGYG-HGUT-00303	GUT_GENOME004459_00145	cysK	cysK	298	311	2	298	8	306	1.2e-131	428.1	3.8	0.993
MGYG-HGUT-00304	GUT_GENOME004615_00508	cysK	cysK	298	310	2	298	8	307	1.9e-140	457.0	0.7	0.993
MGYG-HGUT-00304	GUT_GENOME004615_00165	cysK	cysK	298	312	3	298	8	307	2.5e-111	361.4	0.0	0.989
MGYG-HGUT-00306	GUT_GENOME004691_00991	cysK	cysK	298	312	2	298	9	310	1.7e-141	460.5	0.9	0.993
MGYG-HGUT-00307	GUT_GENOME004694_01214	cysK	cysK	298	311	3	298	10	306	5.2e-138	449.0	0.8	0.989
MGYG-HGUT-00309	GUT_GENOME004970_00728	cysK	cysK	298	312	2	298	9	310	3.9e-141	459.3	0.8	0.993
MGYG-HGUT-00312	GUT_GENOME005141_01287	cysK	cysK	298	310	3	298	10	308	5e-137	445.8	0.2	0.989
MGYG-HGUT-00313	GUT_GENOME005153_00732	cysK	cysK	298	312	2	298	9	310	1.8e-140	457.1	0.1	0.993
MGYG-HGUT-00315	GUT_GENOME005285_01781	cysK	cysK	298	306	2	298	9	305	6.499999999999999e-135	438.9	1.7	0.993
MGYG-HGUT-00316	GUT_GENOME005382_01408	cysK	cysK	298	309	1	298	7	307	4.5e-144	468.9	1.4	0.996
MGYG-HGUT-00317	GUT_GENOME005404_01505	cysK	cysK	298	316	2	298	8	311	8e-146	474.7	1.9	0.993
MGYG-HGUT-00318	GUT_GENOME005405_01155	cysK	cysK	298	308	1	298	7	304	7.3e-133	432.1	3.2	0.996
MGYG-HGUT-00319	GUT_GENOME005466_02364	cysK	cysK	298	309	2	298	8	307	5.299999999999999e-137	445.7	2.0	0.993
MGYG-HGUT-00319	GUT_GENOME005466_00733	cysK	cysK	298	310	3	298	10	308	1.4e-142	464.0	0.2	0.989
MGYG-HGUT-00320	GUT_GENOME005475_01028	cysK	cysK	298	312	2	298	9	310	3.3e-142	462.8	0.6	0.993
MGYG-HGUT-00321	GUT_GENOME005565_00681	cysK	cysK	298	312	2	298	9	310	1.2e-140	457.7	1.3	0.993
MGYG-HGUT-00323	GUT_GENOME005683_00082	cysK	cysK	298	309	2	298	9	305	2.6e-139	453.3	3.9	0.993
MGYG-HGUT-00324	GUT_GENOME005862_01543	cysK	cysK	298	312	2	298	9	310	4.1e-142	462.5	0.9	0.993
MGYG-HGUT-00325	GUT_GENOME005886_01077	cysK	cysK	298	307	2	298	8	307	2.2e-133	433.8	0.0	0.993
MGYG-HGUT-00325	GUT_GENOME005886_02449	cysK	cysK	298	310	3	298	10	308	6.4e-139	452.0	0.3	0.989
MGYG-HGUT-00329	GUT_GENOME006298_00492	cysK	cysK	298	310	1	298	7	306	4.3e-152	495.2	0.7	0.996
MGYG-HGUT-00331	GUT_GENOME006415_01269	cysK	cysK	298	312	2	298	9	310	1.6999999999999998e-142	463.8	0.7	0.993
MGYG-HGUT-00334	GUT_GENOME006694_00581	cysK	cysK	298	302	1	295	8	301	2.8999999999999995e-129	420.3	0.2	0.986
MGYG-HGUT-00335	GUT_GENOME006956_01231	cysK	cysK	298	308	1	298	8	304	5.0999999999999996e-138	449.1	2.5	0.996
MGYG-HGUT-00337	GUT_GENOME007005_02098	cysK	cysK	298	318	2	298	9	312	9e-146	474.5	0.6	0.993
MGYG-HGUT-00338	GUT_GENOME007050_00988	cysK	cysK	298	312	2	298	9	308	3.4e-141	459.5	3.3	0.993
MGYG-HGUT-00339	GUT_GENOME007057_01246	cysK	cysK	298	310	3	298	10	308	2.6999999999999997e-138	450.0	0.2	0.989
MGYG-HGUT-00344	GUT_GENOME007446_01532	cysK	cysK	298	310	2	298	7	306	5.1e-134	435.9	0.7	0.993
MGYG-HGUT-00345	GUT_GENOME007470_02546	cysK	cysK	298	308	2	298	9	305	8.199999999999999e-139	451.7	0.0	0.993
MGYG-HGUT-00346	GUT_GENOME007499_01806	cysK	cysK	298	310	4	298	11	308	2.1e-142	463.4	1.2	0.986
MGYG-HGUT-00346	GUT_GENOME007499_00133	cysK	cysK	298	311	2	298	9	308	3.1e-137	446.5	1.0	0.993
MGYG-HGUT-00347	GUT_GENOME007500_00861	cysK	cysK	298	304	3	298	8	303	7.2e-115	373.0	3.5	0.989
MGYG-HGUT-00349	GUT_GENOME007513_00348	cysK	cysK	298	308	2	298	9	307	1.9999999999999998e-130	424.1	1.6	0.993
MGYG-HGUT-00350	GUT_GENOME007518_00628	cysK	cysK	298	311	3	298	11	309	2.4999999999999998e-139	453.3	1.3	0.989
MGYG-HGUT-00352	GUT_GENOME007529_00927	cysK	cysK	298	310	2	298	9	308	9.2e-138	448.2	0.1	0.993
MGYG-HGUT-00355	GUT_GENOME007573_02079	cysK	cysK	298	310	2	298	8	306	7.6e-139	451.8	0.1	0.993
MGYG-HGUT-00356	GUT_GENOME007598_00796	cysK	cysK	298	310	2	298	9	308	1.8999999999999998e-136	443.9	1.4	0.993
MGYG-HGUT-00356	GUT_GENOME007598_01622	cysK	cysK	298	310	4	298	11	308	4.1e-142	462.5	0.8	0.986
MGYG-HGUT-00358	GUT_GENOME007621_01015	cysK	cysK	298	303	3	298	8	302	1.6000000000000002e-130	424.4	0.0	0.989
MGYG-HGUT-00359	GUT_GENOME007693_00495	cysK	cysK	298	310	4	298	11	308	6.2e-143	465.2	1.1	0.986
MGYG-HGUT-00360	GUT_GENOME007711_02361	cysK	cysK	298	308	2	298	10	306	1.0999999999999999e-142	464.4	0.2	0.993
MGYG-HGUT-00360	GUT_GENOME007711_03126	cysK	cysK	298	309	1	298	8	305	2e-141	460.2	0.0	0.996
MGYG-HGUT-00361	GUT_GENOME007714_00582	cysK	cysK	298	310	4	298	11	308	1.9e-142	463.6	2.3	0.986
MGYG-HGUT-00362	GUT_GENOME007797_02352	cysK	cysK	298	309	1	298	7	307	3e-143	466.2	1.4	0.996
MGYG-HGUT-00363	GUT_GENOME007807_00622	cysK	cysK	298	306	2	298	8	305	5.799999999999999e-135	439.0	0.5	0.993
MGYG-HGUT-00364	GUT_GENOME007858_01818	cysK	cysK	298	301	3	297	8	300	5.1e-120	389.9	0.6	0.986
MGYG-HGUT-00364	GUT_GENOME007858_00728	cysK	cysK	298	310	2	298	9	308	1.5e-137	447.5	0.6	0.993
MGYG-HGUT-00364	GUT_GENOME007858_01499	cysK	cysK	298	309	2	298	9	308	2.7e-140	456.5	1.6	0.993
MGYG-HGUT-00366	GUT_GENOME007882_00923	cysK	cysK	298	310	3	298	10	308	1.2e-140	457.7	1.4	0.989
MGYG-HGUT-00367	GUT_GENOME007932_00183	cysK	cysK	298	308	1	295	8	305	1.4000000000000001e-133	434.5	4.7	0.986
MGYG-HGUT-00368	GUT_GENOME007936_00414	cysK	cysK	298	310	3	298	10	308	5.4e-137	445.7	0.8	0.989
MGYG-HGUT-00368	GUT_GENOME007936_00234	cysK	cysK	298	312	2	298	8	307	3.9e-131	426.5	0.2	0.993
MGYG-HGUT-00369	GUT_GENOME007974_01289	cysK	cysK	298	310	3	298	10	308	1.7e-141	460.5	0.3	0.989
MGYG-HGUT-00370	GUT_GENOME007990_02087	cysK	cysK	298	310	3	298	10	308	1.2e-138	451.1	0.4	0.989
MGYG-HGUT-00371	GUT_GENOME008042_01553	cysK	cysK	298	310	3	298	10	308	2.5e-140	456.7	0.4	0.989
MGYG-HGUT-00373	GUT_GENOME008080_00840	cysK	cysK	298	307	2	296	8	304	5e-132	429.4	0.1	0.986
MGYG-HGUT-00377	GUT_GENOME008139_00737	cysK	cysK	298	312	2	298	9	308	7.9e-136	441.9	0.0	0.993
MGYG-HGUT-00379	GUT_GENOME008172_01636	cysK	cysK	298	307	2	298	7	306	6.6e-139	452.0	2.3	0.993
MGYG-HGUT-00379	GUT_GENOME008172_00771	cysK	cysK	298	309	3	298	8	307	1.5e-115	375.3	1.7	0.989
MGYG-HGUT-00383	GUT_GENOME008340_00103	cysK	cysK	298	310	3	298	10	308	4.9999999999999995e-142	462.2	1.0	0.989
MGYG-HGUT-00385	GUT_GENOME008347_00036	cysK	cysK	298	306	2	298	8	304	8.4e-136	441.8	0.1	0.993
MGYG-HGUT-00386	GUT_GENOME008453_01338	cysK	cysK	298	309	1	298	7	307	3.5e-147	479.1	1.2	0.996
MGYG-HGUT-00386	GUT_GENOME008453_00535	cysK	cysK	298	309	1	298	7	307	6.2000000000000005e-146	475.0	0.8	0.996
MGYG-HGUT-00387	GUT_GENOME008455_00934	cysK	cysK	298	311	3	298	8	307	1.9999999999999999e-115	374.9	3.4	0.989
MGYG-HGUT-00387	GUT_GENOME008455_00404	cysK	cysK	298	311	3	298	10	309	1.3000000000000002e-133	434.6	1.4	0.989
MGYG-HGUT-00388	GUT_GENOME008483_00921	cysK	cysK	298	314	2	298	9	308	4.5e-137	445.9	0.0	0.993
MGYG-HGUT-00388	GUT_GENOME008483_00626	cysK	cysK	298	310	2	298	9	308	6.2e-126	409.4	0.0	0.993
MGYG-HGUT-00391	GUT_GENOME008647_00516	cysK	cysK	298	308	2	296	8	304	5.3e-122	396.5	3.9	0.986
MGYG-HGUT-00392	GUT_GENOME008653_00338	cysK	cysK	298	310	3	298	8	307	1.3999999999999999e-114	372.0	1.2	0.989
MGYG-HGUT-00392	GUT_GENOME008653_01787	cysK	cysK	298	309	2	298	9	308	2.6999999999999997e-138	449.9	2.4	0.993
MGYG-HGUT-00394	GUT_GENOME008742_01015	cysK	cysK	298	309	1	296	8	306	4.3e-121	393.5	1.3	0.989
MGYG-HGUT-00395	GUT_GENOME008785_01942	cysK	cysK	298	309	2	298	8	307	2.4999999999999998e-139	453.4	0.5	0.993
MGYG-HGUT-00395	GUT_GENOME008785_00642	cysK	cysK	298	310	2	298	7	307	2.6e-113	368.0	0.8	0.993
MGYG-HGUT-00396	GUT_GENOME008832_00713	cysK	cysK	298	312	2	298	9	310	3.8e-142	462.6	1.1	0.993
MGYG-HGUT-00398	GUT_GENOME008975_01386	cysK	cysK	298	311	3	298	10	309	6.300000000000001e-134	435.6	2.3	0.989
MGYG-HGUT-00398	GUT_GENOME008975_00496	cysK	cysK	298	301	3	297	7	299	7.3e-123	399.3	0.1	0.986
MGYG-HGUT-00399	GUT_GENOME009001_00114	cysK	cysK	298	309	3	298	10	307	7.8e-137	445.2	1.0	0.989
MGYG-HGUT-00402	GUT_GENOME009144_00004	cysK	cysK	298	308	2	298	9	308	3.3999999999999997e-137	446.3	4.0	0.993
MGYG-HGUT-00403	GUT_GENOME009159_00084	cysK	cysK	298	310	2	298	9	308	6.9e-138	448.6	0.3	0.993
MGYG-HGUT-00404	GUT_GENOME009178_00295	cysK	cysK	298	311	2	298	9	309	6.799999999999999e-137	445.3	1.0	0.993
MGYG-HGUT-00405	GUT_GENOME009209_01756	cysK	cysK	298	310	3	298	10	308	1.5e-137	447.5	0.6	0.989
MGYG-HGUT-00406	GUT_GENOME009210_00749	cysK	cysK	298	310	2	298	9	308	1.1e-133	434.8	1.3	0.993
MGYG-HGUT-00408	GUT_GENOME009245_01010	cysK	cysK	298	306	2	298	9	303	5.3000000000000004e-123	399.8	3.8	0.993
MGYG-HGUT-00409	GUT_GENOME009249_01412	cysK	cysK	298	307	2	298	7	306	4.2e-131	426.3	0.5	0.993
MGYG-HGUT-00410	GUT_GENOME009256_00026	cysK	cysK	298	305	2	298	8	304	3.5999999999999996e-138	449.6	0.3	0.993
MGYG-HGUT-00412	GUT_GENOME009343_01199	cysK	cysK	298	309	1	298	7	307	3.3e-126	410.3	0.1	0.996
MGYG-HGUT-00412	GUT_GENOME009343_01148	cysK	cysK	298	310	2	298	8	307	1.5e-131	427.8	2.5	0.993
MGYG-HGUT-00413	GUT_GENOME009437_00014	cysK	cysK	298	308	3	298	8	304	2.7999999999999996e-135	440.1	0.8	0.989
MGYG-HGUT-00415	GUT_GENOME009523_01487	cysK	cysK	298	312	2	298	9	308	4.500000000000001e-130	423.0	0.2	0.993
MGYG-HGUT-00416	GUT_GENOME009542_00707	cysK	cysK	298	310	3	298	10	308	5.9e-139	452.1	0.7	0.989
MGYG-HGUT-00417	GUT_GENOME009549_00813	cysK	cysK	298	312	2	298	9	309	6.4e-142	461.9	1.0	0.993
MGYG-HGUT-00418	GUT_GENOME009558_00245	cysK	cysK	298	315	2	298	9	308	5.7e-138	448.9	0.1	0.993
MGYG-HGUT-00420	GUT_GENOME009602_01075	cysK	cysK	298	307	2	298	7	306	5.6e-144	468.6	1.0	0.993
MGYG-HGUT-00422	GUT_GENOME009640_01056	cysK	cysK	298	303	2	295	8	301	1.1e-137	448.0	2.4	0.983
MGYG-HGUT-00424	GUT_GENOME009669_01176	cysK	cysK	298	309	1	298	7	307	2.1000000000000003e-145	473.3	1.5	0.996
MGYG-HGUT-00428	GUT_GENOME009723_00800	cysK	cysK	298	310	3	298	10	308	8.8e-134	435.1	2.1	0.989
MGYG-HGUT-00429	GUT_GENOME009737_01208	cysK	cysK	298	309	3	298	9	307	1.8999999999999998e-136	443.9	1.6	0.989
MGYG-HGUT-00431	GUT_GENOME009762_01213	cysK	cysK	298	308	1	298	7	307	1.6e-142	463.9	1.5	0.996
MGYG-HGUT-00435	GUT_GENOME009878_01115	cysK	cysK	298	325	3	298	30	324	1.8e-114	371.7	0.4	0.989
MGYG-HGUT-00436	GUT_GENOME009953_01856	cysK	cysK	298	308	2	298	9	305	2.2e-134	437.1	2.0	0.993
MGYG-HGUT-00437	GUT_GENOME010023_01092	cysK	cysK	298	319	3	298	10	308	1.3e-134	437.9	0.1	0.989
MGYG-HGUT-00438	GUT_GENOME010056_01857	cysK	cysK	298	306	2	298	8	305	5.2e-136	442.4	0.7	0.993
MGYG-HGUT-00439	GUT_GENOME010067_01131	cysK	cysK	298	309	1	298	7	307	1.3e-134	437.9	0.1	0.996
MGYG-HGUT-00440	GUT_GENOME010079_00721	cysK	cysK	298	310	3	298	10	308	5.2e-139	452.3	0.7	0.989
MGYG-HGUT-00441	GUT_GENOME010315_00827	cysK	cysK	298	305	2	298	8	304	2.6e-136	443.5	0.1	0.993
MGYG-HGUT-00443	GUT_GENOME010373_01407	cysK	cysK	298	309	2	297	8	306	7.7e-133	432.1	1.3	0.989
MGYG-HGUT-00444	GUT_GENOME010448_01246	cysK	cysK	298	308	1	298	6	306	5.7e-137	445.6	0.4	0.996
MGYG-HGUT-00447	GUT_GENOME010630_00929	cysK	cysK	298	305	3	298	9	304	3.3e-139	452.9	1.6	0.989
MGYG-HGUT-00448	GUT_GENOME010648_01932	cysK	cysK	298	307	2	298	7	306	2.9e-134	436.7	0.6	0.993
MGYG-HGUT-00450	GUT_GENOME010791_01246	cysK	cysK	298	309	1	298	7	307	4.9e-146	475.4	0.2	0.996
MGYG-HGUT-00451	GUT_GENOME010812_01177	cysK	cysK	298	315	2	298	9	308	4e-134	436.3	0.0	0.993
MGYG-HGUT-00453	GUT_GENOME010945_00125	cysK	cysK	298	308	2	298	8	307	1e-140	457.9	1.0	0.993
MGYG-HGUT-00454	GUT_GENOME011006_00795	cysK	cysK	298	309	1	298	7	307	8.7e-138	448.3	0.0	0.996
MGYG-HGUT-00457	GUT_GENOME011049_00922	cysK	cysK	298	310	3	298	10	308	4.1999999999999994e-139	452.6	0.7	0.989
MGYG-HGUT-00458	GUT_GENOME011051_00111	cysK	cysK	298	304	2	298	7	303	1.9000000000000002e-117	381.5	0.2	0.993
MGYG-HGUT-00460	GUT_GENOME011129_01161	cysK	cysK	298	309	3	298	10	308	3.4e-138	449.6	0.6	0.989
MGYG-HGUT-00462	GUT_GENOME011144_00750	cysK	cysK	298	315	2	298	9	308	2.1e-138	450.3	0.6	0.993
MGYG-HGUT-00463	GUT_GENOME011146_00798	cysK	cysK	298	310	3	298	10	308	3e-138	449.8	0.9	0.989
MGYG-HGUT-00464	GUT_GENOME011202_01416	cysK	cysK	298	303	2	298	7	301	2.6999999999999998e-121	394.1	1.9	0.993
MGYG-HGUT-00466	GUT_GENOME011208_00902	cysK	cysK	298	310	3	298	10	308	8.4e-140	454.9	0.5	0.989
MGYG-HGUT-00467	GUT_GENOME011213_00965	cysK	cysK	298	307	3	298	10	305	1.4999999999999999e-140	457.3	0.1	0.989
MGYG-HGUT-00467	GUT_GENOME011213_00107	cysK	cysK	298	308	2	298	9	305	7.4e-131	425.5	0.0	0.993
