genome_ID	gene_name
MGYG-HGUT-00651	cysK,yhaM
MGYG-HGUT-00652	malY,cysK,yhaM
MGYG-HGUT-00653	malY,cysK,yhaM
MGYG-HGUT-00654	cysK
MGYG-HGUT-00655	cysK,yhaM
MGYG-HGUT-00656	absent
MGYG-HGUT-00657	cysM,cysK,aspC,iscS
MGYG-HGUT-00658	malY,yhaM
MGYG-HGUT-00659	cysK
MGYG-HGUT-00660	cysK,yhaM
MGYG-HGUT-00661	absent
MGYG-HGUT-00662	yhaM
MGYG-HGUT-00663	cysK
MGYG-HGUT-00664	absent
MGYG-HGUT-00665	mccB
MGYG-HGUT-00666	cysK
MGYG-HGUT-00667	malY
MGYG-HGUT-00668	cysK,yhaM
MGYG-HGUT-00669	cysK
MGYG-HGUT-00670	malY
MGYG-HGUT-00671	malY,mccB
MGYG-HGUT-00672	yhaM
MGYG-HGUT-00673	cysK,yhaM
MGYG-HGUT-00674	absent
MGYG-HGUT-00675	malY,yhaM
MGYG-HGUT-00676	cysK
MGYG-HGUT-00677	cysK,yhaM
MGYG-HGUT-00678	yhaM
MGYG-HGUT-00679	absent
MGYG-HGUT-00680	malY,cysK,yhaM
MGYG-HGUT-00681	cysK
MGYG-HGUT-00682	malY,cysK,yhaM
MGYG-HGUT-00683	cysK
MGYG-HGUT-00684	cysK,yhaM
MGYG-HGUT-00685	cysK
MGYG-HGUT-00686	malY
MGYG-HGUT-00687	malY,cysK
MGYG-HGUT-00688	absent
MGYG-HGUT-00689	cysK
MGYG-HGUT-00690	cysK
MGYG-HGUT-00691	yhaM
MGYG-HGUT-00692	cysK,yhaM
MGYG-HGUT-00693	cysK,yhaM
MGYG-HGUT-00694	yhaM
MGYG-HGUT-00695	malY,cysK,yhaM
MGYG-HGUT-00696	malY,cysK,yhaM
MGYG-HGUT-00697	cysK
MGYG-HGUT-00698	cysK
MGYG-HGUT-00699	absent
MGYG-HGUT-00700	malY,cysK
MGYG-HGUT-00701	malY,cysK
MGYG-HGUT-00702	yhaM
MGYG-HGUT-00703	cysK,mgl,yhaM
MGYG-HGUT-00704	malY,cysK
MGYG-HGUT-00705	absent
MGYG-HGUT-00706	cysK
MGYG-HGUT-00707	malY,cysK,yhaM
MGYG-HGUT-00708	malY
MGYG-HGUT-00709	malY
MGYG-HGUT-00710	cysK,yhaM
MGYG-HGUT-00711	absent
MGYG-HGUT-00712	malY,mgl,yhaM
MGYG-HGUT-00713	cysK,yhaM
MGYG-HGUT-00714	absent
MGYG-HGUT-00715	cysK,yhaM
MGYG-HGUT-00716	cysK,yhaM
MGYG-HGUT-00717	cysK,metC,aspC,iscS
MGYG-HGUT-00718	malY,mgl,yhaM
MGYG-HGUT-00719	cysK
MGYG-HGUT-00720	cysK
MGYG-HGUT-00721	malY,cysK
MGYG-HGUT-00722	malY,yhaM
MGYG-HGUT-00723	cysK
MGYG-HGUT-00724	malY,cysK,mccB
MGYG-HGUT-00725	absent
MGYG-HGUT-00726	cysK
MGYG-HGUT-00727	malY,cysK,yhaM
MGYG-HGUT-00728	cysK
MGYG-HGUT-00729	cysK,mgl,yhaM
MGYG-HGUT-00730	malY,cysK
MGYG-HGUT-00731	yhaM
MGYG-HGUT-00732	absent
MGYG-HGUT-00733	cysK
MGYG-HGUT-00734	cysK
MGYG-HGUT-00735	cysK,yhaM
MGYG-HGUT-00736	cysK,yhaM
MGYG-HGUT-00737	yhaM
MGYG-HGUT-00738	absent
MGYG-HGUT-00739	cysK,mccB
MGYG-HGUT-00740	malY,cysK
MGYG-HGUT-00741	malY,yhaM
MGYG-HGUT-00742	malY,mccB
MGYG-HGUT-00743	cysK
MGYG-HGUT-00744	cysK,yhaM
MGYG-HGUT-00745	malY,cysK
MGYG-HGUT-00746	malY,cysK,yhaM
MGYG-HGUT-00747	malY,cysK
MGYG-HGUT-00748	cysK
MGYG-HGUT-00749	cysK
MGYG-HGUT-00750	cysK
MGYG-HGUT-00751	absent
MGYG-HGUT-00752	cysK
MGYG-HGUT-00753	cysK
MGYG-HGUT-00754	malY,cysK
MGYG-HGUT-00755	cysK
MGYG-HGUT-00756	malY,mccB
MGYG-HGUT-00757	cysK
MGYG-HGUT-00758	cysK,yhaM
MGYG-HGUT-00759	cysK,mccB
MGYG-HGUT-00760	malY,cysK,yhaM
MGYG-HGUT-00761	yhaM
MGYG-HGUT-00762	absent
MGYG-HGUT-00763	mgl,yhaM
MGYG-HGUT-00764	malY
MGYG-HGUT-00765	malY
MGYG-HGUT-00766	malY,yhaM
MGYG-HGUT-00767	malY,cysK
MGYG-HGUT-00768	cysK,yhaM
MGYG-HGUT-00769	cysK,yhaM
MGYG-HGUT-00770	cysK,yhaM
MGYG-HGUT-00771	malY,cysK,mccB
MGYG-HGUT-00772	cysK,yhaM
MGYG-HGUT-00773	cysK,yhaM
MGYG-HGUT-00774	malY,cysK,yhaM
MGYG-HGUT-00775	mccB
MGYG-HGUT-00776	mccB
MGYG-HGUT-00777	cysK,yhaM
MGYG-HGUT-00778	cysK,yhaM
MGYG-HGUT-00779	malY,cysK,yhaM
MGYG-HGUT-00780	cysK,yhaM
MGYG-HGUT-00781	malY,cysK,yhaM
MGYG-HGUT-00782	cysK,yhaM
MGYG-HGUT-00783	malY,yhaM
MGYG-HGUT-00784	malY
MGYG-HGUT-00785	absent
MGYG-HGUT-00786	malY,cysK,yhaM,mccB
MGYG-HGUT-00787	cysK,yhaM
MGYG-HGUT-00788	malY,cysK,yhaM
MGYG-HGUT-00789	cysK,yhaM
MGYG-HGUT-00790	mgl,yhaM,mccB
MGYG-HGUT-00791	absent
MGYG-HGUT-00792	malY,cysK,yhaM
MGYG-HGUT-00793	cysK,aspC
MGYG-HGUT-00794	malY,cysK,yhaM
MGYG-HGUT-00795	cysK,yhaM
MGYG-HGUT-00796	yhaM,aspC,iscS,cysK,metC
MGYG-HGUT-00797	cysK,yhaM
MGYG-HGUT-00798	cysK,yhaM
MGYG-HGUT-00799	yhaM
MGYG-HGUT-00800	malY,mgl,yhaM
MGYG-HGUT-00801	cysK,yhaM
MGYG-HGUT-00802	cysK,yhaM
MGYG-HGUT-00803	absent
MGYG-HGUT-00804	aspC,iscS
MGYG-HGUT-00805	cysK,yhaM
MGYG-HGUT-00806	cysK,yhaM
MGYG-HGUT-00807	cysK
MGYG-HGUT-00808	malY,mgl
MGYG-HGUT-00809	cysK
MGYG-HGUT-00810	malY,yhaM,iscS
MGYG-HGUT-00811	cysK,yhaM
MGYG-HGUT-00812	cysK,yhaM
MGYG-HGUT-00813	cysK
MGYG-HGUT-00814	malY,yhaM,iscS
MGYG-HGUT-00815	malY,cysK,yhaM
MGYG-HGUT-00816	malY,cysK,yhaM
MGYG-HGUT-00817	malY,cysK,yhaM
MGYG-HGUT-00818	cysK
MGYG-HGUT-00819	cysK,mccB
MGYG-HGUT-00820	cysK
MGYG-HGUT-00821	yhaM,malY,aspC,iscS,mccB,cysK
MGYG-HGUT-00822	malY,cysK,mccA,mccB
MGYG-HGUT-00823	malY,yhaM
MGYG-HGUT-00824	yhaM
MGYG-HGUT-00825	malY,cysK,yhaM
MGYG-HGUT-00826	cysK,yhaM
MGYG-HGUT-00827	cysK,yhaM
MGYG-HGUT-00828	malY,cysK
MGYG-HGUT-00829	cysK,yhaM
MGYG-HGUT-00830	cysK,yhaM
MGYG-HGUT-00831	cysK
MGYG-HGUT-00832	cysK,yhaM
MGYG-HGUT-00833	cysK,yhaM
MGYG-HGUT-00834	malY,cysK
MGYG-HGUT-00835	cysK,yhaM
MGYG-HGUT-00836	cysK
MGYG-HGUT-00837	malY,cysK,mgl
MGYG-HGUT-00838	malY,cysK,yhaM
MGYG-HGUT-00839	malY,cysK,yhaM,mccB
MGYG-HGUT-00840	yhaM,metC,aspC,iscS
MGYG-HGUT-00841	cysK
MGYG-HGUT-00842	cysK,yhaM
MGYG-HGUT-00843	malY,cysK
MGYG-HGUT-00844	malY
MGYG-HGUT-00845	cysK,yhaM
MGYG-HGUT-00846	cysK,yhaM
MGYG-HGUT-00847	malY,yhaM,mccB
MGYG-HGUT-00848	cysK
MGYG-HGUT-00849	malY,cysK,yhaM
MGYG-HGUT-00850	yhaM,metC,aspC,iscS
MGYG-HGUT-00851	malY
MGYG-HGUT-00852	malY,cysK,yhaM
MGYG-HGUT-00853	cysK,yhaM
MGYG-HGUT-00854	malY,cysK,yhaM
MGYG-HGUT-00855	cysK,yhaM
MGYG-HGUT-00856	cysK,yhaM
MGYG-HGUT-00857	absent
MGYG-HGUT-00858	cysK,yhaM
MGYG-HGUT-00859	cysK,yhaM
MGYG-HGUT-00860	yhaM,aspC,iscS,mccB,cysK
MGYG-HGUT-00861	cysK,yhaM,mccB
MGYG-HGUT-00862	cysK,yhaM
MGYG-HGUT-00863	cysK
MGYG-HGUT-00864	malY,cysK
MGYG-HGUT-00865	yhaM
MGYG-HGUT-00866	malY,yhaM
MGYG-HGUT-00867	cysK
MGYG-HGUT-00868	cysK,yhaM
MGYG-HGUT-00869	absent
MGYG-HGUT-00870	malY,cysK
MGYG-HGUT-00871	yhaM
MGYG-HGUT-00872	malY
MGYG-HGUT-00873	mgl,yhaM
MGYG-HGUT-00874	cysK
MGYG-HGUT-00875	cysK
MGYG-HGUT-00876	absent
MGYG-HGUT-00877	malY,cysK,mgl,yhaM
MGYG-HGUT-00878	cysK,yhaM
MGYG-HGUT-00879	cysK,yhaM
MGYG-HGUT-00880	cysK
MGYG-HGUT-00881	cysK,yhaM
MGYG-HGUT-00882	cysK
MGYG-HGUT-00883	cysK,yhaM
MGYG-HGUT-00884	cysK,yhaM
MGYG-HGUT-00885	cysK,yhaM
MGYG-HGUT-00886	malY,cysK
MGYG-HGUT-00887	absent
MGYG-HGUT-00888	cysK,yhaM
MGYG-HGUT-00889	malY,cysK
MGYG-HGUT-00890	cysK
MGYG-HGUT-00891	cysK
MGYG-HGUT-00892	cysK
MGYG-HGUT-00893	malY,cysK,yhaM
MGYG-HGUT-00894	cysK,yhaM
MGYG-HGUT-00895	cysK
MGYG-HGUT-00896	cysK,yhaM
MGYG-HGUT-00897	cysK
MGYG-HGUT-00898	malY,cysK
MGYG-HGUT-00899	cysK,yhaM
MGYG-HGUT-00900	cysK
MGYG-HGUT-00901	malY,cysK,yhaM,mccB
MGYG-HGUT-00902	malY,cysK,mccB
MGYG-HGUT-00903	absent
MGYG-HGUT-00904	yhaM
MGYG-HGUT-00905	yhaM
MGYG-HGUT-00906	malY,cysK
MGYG-HGUT-00907	cysK,yhaM
MGYG-HGUT-00908	malY,mccB
MGYG-HGUT-00909	malY,cysK,yhaM
MGYG-HGUT-00910	cysK
MGYG-HGUT-00911	malY,cysK
MGYG-HGUT-00912	cysK,yhaM
MGYG-HGUT-00913	yhaM
MGYG-HGUT-00914	malY,mgl,yhaM
MGYG-HGUT-00915	cysK,mccB
MGYG-HGUT-00916	mccB
MGYG-HGUT-00917	absent
MGYG-HGUT-00918	malY,yhaM,iscS
MGYG-HGUT-00919	malY,cysK,yhaM,mccB
MGYG-HGUT-00920	cysK
MGYG-HGUT-00921	malY,cysK,yhaM
MGYG-HGUT-00922	malY,cysK
MGYG-HGUT-00923	malY,cysK,yhaM
MGYG-HGUT-00924	cysK
MGYG-HGUT-00925	cysK,yhaM
MGYG-HGUT-00926	malY,cysK,yhaM,mccB
MGYG-HGUT-00927	cysK,yhaM
MGYG-HGUT-00928	cysK,yhaM
MGYG-HGUT-00929	absent
MGYG-HGUT-00930	malY,cysK
MGYG-HGUT-00931	absent
MGYG-HGUT-00932	cysK
MGYG-HGUT-00933	cysK,yhaM
MGYG-HGUT-00934	yhaM
MGYG-HGUT-00935	absent
MGYG-HGUT-00936	yhaM
MGYG-HGUT-00937	cysK
MGYG-HGUT-00938	malY,cysK,yhaM
MGYG-HGUT-00939	malY,cysK,yhaM
MGYG-HGUT-00940	cysK,yhaM
MGYG-HGUT-00941	malY,yhaM
MGYG-HGUT-00942	yhaM
MGYG-HGUT-00943	absent
MGYG-HGUT-00944	cysK
MGYG-HGUT-00945	absent
MGYG-HGUT-00946	cysK,yhaM
MGYG-HGUT-00947	absent
MGYG-HGUT-00948	absent
MGYG-HGUT-00949	cysK,yhaM
MGYG-HGUT-00950	absent
MGYG-HGUT-00951	malY,cysK,yhaM
MGYG-HGUT-00952	cysK
MGYG-HGUT-00953	yhaM
MGYG-HGUT-00954	cysK,yhaM
MGYG-HGUT-00955	cysK
MGYG-HGUT-00956	yhaM
MGYG-HGUT-00957	malY
MGYG-HGUT-00958	mccB
MGYG-HGUT-00959	cysK
MGYG-HGUT-00960	absent
MGYG-HGUT-00961	yhaM
MGYG-HGUT-00962	absent
MGYG-HGUT-00963	malY,cysK
MGYG-HGUT-00964	malY,yhaM
MGYG-HGUT-00965	malY,mgl,yhaM
MGYG-HGUT-00966	cysK,yhaM
MGYG-HGUT-00967	cysK
MGYG-HGUT-00968	malY,yhaM
MGYG-HGUT-00969	malY,cysK
MGYG-HGUT-00970	absent
MGYG-HGUT-00971	absent
MGYG-HGUT-00972	absent
MGYG-HGUT-00973	malY
MGYG-HGUT-00974	cysK
MGYG-HGUT-00975	cysK
MGYG-HGUT-00976	absent
MGYG-HGUT-00977	cysK
MGYG-HGUT-00978	cysK
MGYG-HGUT-00979	yhaM
MGYG-HGUT-00980	cysK
MGYG-HGUT-00981	cysK,yhaM
MGYG-HGUT-00982	absent
MGYG-HGUT-00983	malY,yhaM
MGYG-HGUT-00984	absent
MGYG-HGUT-00985	cysK
MGYG-HGUT-00986	absent
MGYG-HGUT-00987	malY,cysK,yhaM
MGYG-HGUT-00988	malY,cysK
MGYG-HGUT-00989	malY,cysK,yhaM
MGYG-HGUT-00990	malY,cysK,yhaM
MGYG-HGUT-00991	malY,cysK,yhaM,mccB
MGYG-HGUT-00992	cysK,mccA,mccB
MGYG-HGUT-00993	yhaM,aspC,iscS,mccB,cysK,metC
MGYG-HGUT-00994	malY
MGYG-HGUT-00995	cysK,yhaM
MGYG-HGUT-00996	cysK,yhaM
MGYG-HGUT-00997	cysK,mccB
MGYG-HGUT-00998	absent
MGYG-HGUT-00999	cysK
MGYG-HGUT-01000	malY
MGYG-HGUT-01001	malY,cysK,yhaM
MGYG-HGUT-01002	cysK,yhaM
MGYG-HGUT-01003	cysK,yhaM
MGYG-HGUT-01004	cysK
MGYG-HGUT-01005	malY,cysK,yhaM
MGYG-HGUT-01006	cysK
MGYG-HGUT-01007	cysK,mgl,yhaM
MGYG-HGUT-01008	malY,yhaM
MGYG-HGUT-01009	cysK,yhaM
MGYG-HGUT-01010	malY,cysK,yhaM,mccB
MGYG-HGUT-01011	cysK
MGYG-HGUT-01012	mgl,yhaM
MGYG-HGUT-01013	malY,yhaM
MGYG-HGUT-01014	cysK
MGYG-HGUT-01015	cysK
MGYG-HGUT-01016	cysK
MGYG-HGUT-01017	malY,cysK,yhaM
MGYG-HGUT-01018	cysK,yhaM
MGYG-HGUT-01019	yhaM
MGYG-HGUT-01020	cysK
MGYG-HGUT-01021	cysK
MGYG-HGUT-01022	yhaM
MGYG-HGUT-01023	cysK
MGYG-HGUT-01024	cysK
MGYG-HGUT-01025	absent
MGYG-HGUT-01026	malY,cysK
MGYG-HGUT-01027	cysK
MGYG-HGUT-01028	cysK
MGYG-HGUT-01029	cysK
MGYG-HGUT-01030	malY,yhaM
MGYG-HGUT-01031	absent
MGYG-HGUT-01032	cysK
MGYG-HGUT-01033	malY
MGYG-HGUT-01034	malY,cysK,yhaM
MGYG-HGUT-01035	cysK,aspC,iscS
MGYG-HGUT-01036	yhaM
MGYG-HGUT-01037	malY,cysK
MGYG-HGUT-01038	malY,cysK,yhaM
MGYG-HGUT-01039	malY,yhaM
MGYG-HGUT-01040	malY,cysK,yhaM
MGYG-HGUT-01041	absent
MGYG-HGUT-01042	malY,cysK,yhaM
MGYG-HGUT-01043	absent
MGYG-HGUT-01044	cysK
MGYG-HGUT-01045	malY,cysK,yhaM
MGYG-HGUT-01046	cysK
MGYG-HGUT-01047	absent
MGYG-HGUT-01048	absent
MGYG-HGUT-01049	yhaM
MGYG-HGUT-01050	absent
MGYG-HGUT-01051	malY,cysK,yhaM
MGYG-HGUT-01052	cysK,yhaM
MGYG-HGUT-01053	cysK
MGYG-HGUT-01054	malY,cysK,aspC
MGYG-HGUT-01055	cysK
MGYG-HGUT-01056	malY,cysK,yhaM
MGYG-HGUT-01057	malY,yhaM
MGYG-HGUT-01058	malY,cysK
MGYG-HGUT-01059	malY,mgl,yhaM
MGYG-HGUT-01060	malY,mccB
MGYG-HGUT-01061	yhaM
MGYG-HGUT-01062	cysK
MGYG-HGUT-01063	malY,cysK,yhaM
MGYG-HGUT-01064	malY,cysK
MGYG-HGUT-01065	malY,cysK,yhaM
MGYG-HGUT-01066	yhaM
MGYG-HGUT-01067	absent
MGYG-HGUT-01068	malY,cysK
MGYG-HGUT-01069	cysK
MGYG-HGUT-01070	cysK,yhaM
MGYG-HGUT-01071	cysK,aspC
MGYG-HGUT-01072	malY,cysK,yhaM
MGYG-HGUT-01073	malY,yhaM
MGYG-HGUT-01074	absent
MGYG-HGUT-01075	cysK
MGYG-HGUT-01076	malY,cysK,mccB
MGYG-HGUT-01077	yhaO,cysK,yhaM
MGYG-HGUT-01078	cysK
MGYG-HGUT-01079	malY,cysK
MGYG-HGUT-01080	cysK,mccA,mccB
MGYG-HGUT-01081	cysK,yhaM
MGYG-HGUT-01082	absent
MGYG-HGUT-01083	cysK
MGYG-HGUT-01084	yhaM
MGYG-HGUT-01085	malY,yhaM
MGYG-HGUT-01086	absent
MGYG-HGUT-01087	cysK
MGYG-HGUT-01088	yhaM,aspC,iscS,mccB,cysK,metC
MGYG-HGUT-01089	cysK,yhaM
MGYG-HGUT-01090	cysK
MGYG-HGUT-01091	cysM,yhaM,malY,iscS,aspC,tnaA,yhaO,metC,sseA
MGYG-HGUT-01092	cysK,yhaM
MGYG-HGUT-01093	mccB
MGYG-HGUT-01094	cysM,malY,aspC,iscS,cysK
MGYG-HGUT-01095	mccB
MGYG-HGUT-01096	cysK,yhaM
MGYG-HGUT-01097	malY,yhaM
MGYG-HGUT-01098	cysK
MGYG-HGUT-01099	absent
MGYG-HGUT-01100	mccB
MGYG-HGUT-01101	absent
MGYG-HGUT-01102	malY,cysK
MGYG-HGUT-01103	malY,yhaM
MGYG-HGUT-01104	malY,cysK,yhaM
MGYG-HGUT-01105	cysK,yhaM
MGYG-HGUT-01106	absent
MGYG-HGUT-01107	yhaM
MGYG-HGUT-01108	cysK,yhaM
MGYG-HGUT-01109	malY,cysK,yhaM
MGYG-HGUT-01110	absent
MGYG-HGUT-01111	cysK
MGYG-HGUT-01112	yhaM,aspC,iscS,mccB,cysK,metC
MGYG-HGUT-01113	malY,aspC,iscS,cysK,metC
MGYG-HGUT-01114	cysK,yhaM
MGYG-HGUT-01115	cysK
MGYG-HGUT-01116	malY,cysK
MGYG-HGUT-01117	cysK
MGYG-HGUT-01118	absent
MGYG-HGUT-01119	cysK,yhaM
MGYG-HGUT-01120	malY,cysK
MGYG-HGUT-01121	cysK
MGYG-HGUT-01122	cysK,yhaM
MGYG-HGUT-01123	yhaM
MGYG-HGUT-01124	absent
MGYG-HGUT-01125	absent
MGYG-HGUT-01126	cysK,yhaM
MGYG-HGUT-01127	yhaM
MGYG-HGUT-01128	cysK
MGYG-HGUT-01129	cysK
MGYG-HGUT-01130	yhaM
MGYG-HGUT-01131	malY,cysK,yhaM
MGYG-HGUT-01132	malY,cysK,yhaM
MGYG-HGUT-01133	absent
MGYG-HGUT-01134	cysK,yhaM
MGYG-HGUT-01135	yhaM
MGYG-HGUT-01136	cysK,yhaM
MGYG-HGUT-01137	cysK,yhaM
MGYG-HGUT-01138	cysK,yhaM
MGYG-HGUT-01139	yhaM
MGYG-HGUT-01140	cysK,yhaM
MGYG-HGUT-01141	malY,cysK
MGYG-HGUT-01142	absent
MGYG-HGUT-01143	absent
MGYG-HGUT-01144	cysK,yhaM
MGYG-HGUT-01145	absent
MGYG-HGUT-01146	cysK
MGYG-HGUT-01147	cysK,aspC,iscS,mccB
MGYG-HGUT-01148	malY,mgl,yhaM
MGYG-HGUT-01149	malY,mgl,yhaM
MGYG-HGUT-01150	yhaM
MGYG-HGUT-01151	cysK
MGYG-HGUT-01152	yhaM
MGYG-HGUT-01153	malY,cysK
MGYG-HGUT-01154	cysK
MGYG-HGUT-01155	absent
MGYG-HGUT-01156	malY,cysK
MGYG-HGUT-01157	cysK
MGYG-HGUT-01158	cysK,yhaM
MGYG-HGUT-01159	malY
MGYG-HGUT-01160	malY,cysK
MGYG-HGUT-01161	cysK,yhaM
MGYG-HGUT-01162	yhaM
MGYG-HGUT-01163	cysK
MGYG-HGUT-01164	malY,cysK,yhaM
MGYG-HGUT-01165	yhaM
MGYG-HGUT-01166	yhaM
MGYG-HGUT-01167	cysK
MGYG-HGUT-01168	cysK
MGYG-HGUT-01169	cysK,yhaM
MGYG-HGUT-01170	malY,cysK
MGYG-HGUT-01171	cysK
MGYG-HGUT-01172	cysK,mgl,yhaM
MGYG-HGUT-01173	cysK,yhaM
MGYG-HGUT-01174	malY,cysK,mgl
MGYG-HGUT-01175	absent
MGYG-HGUT-01176	yhaM
MGYG-HGUT-01177	yhaM
MGYG-HGUT-01178	malY,cysK,yhaM
MGYG-HGUT-01179	cysK,yhaM
MGYG-HGUT-01180	malY,cysK
MGYG-HGUT-01181	cysK
MGYG-HGUT-01182	mccB
MGYG-HGUT-01183	cysK
MGYG-HGUT-01184	absent
MGYG-HGUT-01185	absent
MGYG-HGUT-01186	malY,cysK
MGYG-HGUT-01187	cysK,yhaM
MGYG-HGUT-01188	cysK,yhaM
MGYG-HGUT-01189	cysK,yhaM
MGYG-HGUT-01190	absent
MGYG-HGUT-01191	cysK
MGYG-HGUT-01192	cysK
MGYG-HGUT-01193	cysK
MGYG-HGUT-01194	cysK
MGYG-HGUT-01195	absent
MGYG-HGUT-01196	yhaM
MGYG-HGUT-01197	malY,cysK
MGYG-HGUT-01198	cysK
MGYG-HGUT-01199	malY,cysK,yhaM
MGYG-HGUT-01200	cysK,yhaM
MGYG-HGUT-01201	absent
MGYG-HGUT-01202	cysK
MGYG-HGUT-01203	cysK,yhaM
MGYG-HGUT-01204	malY,cysK
MGYG-HGUT-01205	cysK
MGYG-HGUT-01206	absent
MGYG-HGUT-01207	absent
MGYG-HGUT-01208	malY,cysK,mccA,mccB
MGYG-HGUT-01209	mgl,yhaM
MGYG-HGUT-01210	cysK
MGYG-HGUT-01211	yhaM
MGYG-HGUT-01212	cysK,yhaM
MGYG-HGUT-01213	cysK
MGYG-HGUT-01214	malY
MGYG-HGUT-01215	cysK,yhaM
MGYG-HGUT-01216	absent
MGYG-HGUT-01217	cysK
MGYG-HGUT-01218	cysK
MGYG-HGUT-01219	cysK
MGYG-HGUT-01220	cysK
MGYG-HGUT-01221	absent
MGYG-HGUT-01222	cysK
MGYG-HGUT-01223	cysK,yhaM
MGYG-HGUT-01224	cysK,yhaM
MGYG-HGUT-01225	malY,yhaM
MGYG-HGUT-01226	malY,cysK,yhaM
MGYG-HGUT-01227	cysK
MGYG-HGUT-01228	cysK,yhaM
MGYG-HGUT-01229	malY,cysK
MGYG-HGUT-01230	cysK
MGYG-HGUT-01231	cysK
MGYG-HGUT-01232	malY,cysK,yhaM
MGYG-HGUT-01233	cysK
MGYG-HGUT-01234	malY,cysK
MGYG-HGUT-01235	malY
MGYG-HGUT-01236	cysK,yhaM
MGYG-HGUT-01237	malY,cysK,yhaM
MGYG-HGUT-01238	cysK
MGYG-HGUT-01239	mccB
MGYG-HGUT-01240	malY,yhaM
MGYG-HGUT-01241	cysK,yhaM
MGYG-HGUT-01242	malY
MGYG-HGUT-01243	yhaM
MGYG-HGUT-01244	cysK
MGYG-HGUT-01245	malY,mccB
MGYG-HGUT-01246	malY,cysK,yhaM
MGYG-HGUT-01247	cysK,yhaM
MGYG-HGUT-01248	malY,mccB
MGYG-HGUT-01249	cysK
MGYG-HGUT-01250	malY,cysK,yhaM
MGYG-HGUT-01251	malY,yhaM
MGYG-HGUT-01252	malY,cysK,yhaM
MGYG-HGUT-01253	malY,yhaM
MGYG-HGUT-01254	malY,cysK
MGYG-HGUT-01255	cysK,yhaM
MGYG-HGUT-01256	absent
MGYG-HGUT-01257	cysK,yhaM
MGYG-HGUT-01258	cysK
MGYG-HGUT-01259	malY,cysK
MGYG-HGUT-01260	cysM,iscS
MGYG-HGUT-01261	cysK,metC,mccB
MGYG-HGUT-01262	cysK,metC
MGYG-HGUT-01263	cysM,cysK,aspC,iscS
MGYG-HGUT-01264	cysM,mgl,iscS,cysK
MGYG-HGUT-01265	cysK,metC
MGYG-HGUT-01266	dcyD,cysM,malY,iscS,aspC,cysK,tnaA,metC,sseA
MGYG-HGUT-01267	malY
MGYG-HGUT-01268	cysK
MGYG-HGUT-01269	cysK
MGYG-HGUT-01270	absent
MGYG-HGUT-01271	cysK
MGYG-HGUT-01272	malY,cysK,yhaM
MGYG-HGUT-01273	cysK
MGYG-HGUT-01274	absent
MGYG-HGUT-01275	malY,yhaM
MGYG-HGUT-01276	malY,cysK,mccB
MGYG-HGUT-01277	cysK,yhaM
MGYG-HGUT-01278	absent
MGYG-HGUT-01279	cysM,mgl,aspC
MGYG-HGUT-01280	malY,mccB
MGYG-HGUT-01281	yhaO,yhaM
MGYG-HGUT-01282	absent
MGYG-HGUT-01283	malY,cysK
MGYG-HGUT-01284	absent
MGYG-HGUT-01285	cysK
MGYG-HGUT-01286	cysK,yhaM
MGYG-HGUT-01287	cysK
MGYG-HGUT-01288	malY,cysK,yhaM,mccB
MGYG-HGUT-01289	malY,cysK
MGYG-HGUT-01290	cysK
MGYG-HGUT-01291	yhaM
MGYG-HGUT-01292	mccB
MGYG-HGUT-01293	malY,cysK,mccB
MGYG-HGUT-01294	yhaM,aspC,iscS,cysK,metC
MGYG-HGUT-01295	cysK,yhaM
MGYG-HGUT-01296	malY
MGYG-HGUT-01297	cysK
MGYG-HGUT-01298	malY,cysK,mccA,mccB
MGYG-HGUT-01299	malY,yhaM
MGYG-HGUT-01300	cysK,yhaM
MGYG-HGUT-01301	malY
MGYG-HGUT-01302	yhaM
MGYG-HGUT-01303	cysK,yhaM
MGYG-HGUT-01304	malY,cysK,yhaM
MGYG-HGUT-01305	cysK
MGYG-HGUT-01306	malY,cysK,yhaM
MGYG-HGUT-01307	dcyD,cysM,mgl,yhaM,iscS,aspC,cysK,metC
MGYG-HGUT-01308	malY,cysK
MGYG-HGUT-01309	mgl,yhaM,malY,mccB,cysK,mccA
MGYG-HGUT-01310	malY,cysK,mccB
MGYG-HGUT-01311	malY,cysK,yhaM
MGYG-HGUT-01312	cysK
MGYG-HGUT-01313	malY,cysK,yhaM
MGYG-HGUT-01314	cysK
MGYG-HGUT-01315	malY,yhaM
MGYG-HGUT-01316	malY,cysK,mccB
MGYG-HGUT-01317	dcyD,cysM,mgl,yhaM,malY,iscS,aspC,cysK,yhaO,metC,sseA
MGYG-HGUT-01318	dcyD,cysM,yhaM,malY,iscS,aspC,mccB,cysK,yhaO,metC,sseA
MGYG-HGUT-01319	malY,cysK
MGYG-HGUT-01320	malY,cysK
MGYG-HGUT-01321	cysK,yhaM
MGYG-HGUT-01322	cysK,yhaM
MGYG-HGUT-01323	dcyD,cysM,yhaM,iscS,aspC,mccB,cysK,yhaO,metC
MGYG-HGUT-01324	mgl,yhaM,malY,mccB,cysK
MGYG-HGUT-01325	malY,mgl,yhaM
MGYG-HGUT-01326	malY,cysK,mgl,yhaM
MGYG-HGUT-01327	malY,mgl,yhaM
MGYG-HGUT-01328	cysK
MGYG-HGUT-01329	cysK,mccB
MGYG-HGUT-01330	cysK
MGYG-HGUT-01331	cysK,metC,aspC,iscS
